timestamp,price
2024-06-30,62195.54547259163
2024-07-01,63069.503840336605
2024-07-02,62478.677555476606
2024-07-03,60558.7324262453
2024-07-04,58325.957306313554
2024-07-05,55743.55847255053
2024-07-06,57027.00021735722
2024-07-07,57425.064367562794
2024-07-08,56195.935056583374
2024-07-09,57371.782115921436
2024-07-10,58209.00954757849
